brand,os,inches,battery,battery_type,ram(GB),announcement_date,weight(g),storage(GB),video_720p,video_1080p,video_4K,video_8K,video_30fps,video_60fps,video_120fps,video_240fps,video_480fps,video_960fps,price,resolution_height,resolution_width,resolution,os_unique,ppi
Samsung,Android 12,6.6,5000,Li-Po,6,2022-03-08,198.0,128,True,True,True,False,True,False,False,False,True,False,227.88,1080,2408,2600640,Android,399.8640724050703
Huawei,Android 11,6.78,4000,Li-Po,8,2022-03-08,191.0,128,False,True,False,False,True,False,False,False,False,False,222.61,1080,2388,2579040,Android,386.5585593082292
Xiaomi,Android 11,6.67,5000,Li-Po,8,2022-03-09,202.0,64,False,True,False,False,True,False,False,False,False,False,250.0,1080,2400,2592000,Android,394.57353282389164
Vivo,Android 11,6.51,5000,Li-Po,3,2022-03-09,178.0,32,False,True,False,False,True,False,False,False,False,False,400.0,720,1600,1152000,Android,269.5141284111989
Realme,Android 11,6.6,5000,Li-Po,8,2022-03-10,199.0,128,True,True,True,False,True,False,True,False,False,False,240.0,1080,2412,2604960,Android,400.4171378669008
Realme,Android 11,6.5,5000,Li-Po,6,2022-03-10,188.0,64,False,True,False,False,True,False,False,False,False,False,180.0,1080,2400,2592000,Android,404.89314829774725
Honor,Android 11,6.7,4000,Li-Po,6,2022-03-11,177.0,128,False,True,False,False,True,False,False,False,False,False,162.12,1080,2388,2579040,Android,391.1741838969842
Oppo,Android 11,6.59,5000,Li-Po,8,2022-03-16,191.0,128,False,True,False,False,True,False,False,False,False,False,350.0,1080,2412,2604960,Android,401.0247511261829
Vivo,Android 12,6.58,5000,Li-Po,8,2022-03-16,185.0,128,False,True,False,False,True,False,False,False,False,False,510.0,1080,2408,2600640,Android,401.07946472241093
Samsung,Android 12,6.4,5000,Li-Po,8,2022-03-17,186.0,128,True,True,True,False,True,True,False,False,False,False,243.71,1080,2400,2592000,Android,411.2196037398995
Samsung,Android 12,6.7,5000,Li-Po,8,2022-03-17,181.0,128,True,True,True,False,True,True,False,False,False,False,399.5,1080,2400,2592000,Android,392.8067856619936
Samsung,Android 12,6.5,5000,Li-Po,8,2022-03-17,189.0,128,True,True,True,False,True,True,False,False,False,False,309.4,1080,2400,2592000,Android,404.89314829774725
Xiaomi,Android 12,6.67,5000,Li-Po,8,2022-03-17,201.0,128,True,True,True,False,True,True,True,False,False,True,410.0,1440,3200,4608000,Android,526.0980437651888
Xiaomi,Android 12,6.67,5500,Li-Po,8,2022-03-17,201.0,128,True,True,True,False,True,True,True,False,False,True,475.0,1440,3200,4608000,Android,526.0980437651888
Xiaomi,Android 12,6.67,4500,Li-Po,6,2022-03-17,195.0,128,True,True,True,False,True,True,True,False,False,True,260.0,1080,2400,2592000,Android,394.57353282389164
Xiaomi,Android 11,6.7,6000,Li-Po,6,2022-03-17,203.0,64,False,True,False,False,True,False,False,False,False,False,116.64,720,1650,1188000,Android,268.6940272598955
Xiaomi,Android 11,6.71,5000,Li-Po,4,2022-03-21,190.0,64,False,True,False,False,True,False,False,False,False,False,108.0,720,1650,1188000,Android,268.2935890672578
Oppo,Android 11,6.52,4230,Li-Po,4,2022-03-21,175.0,32,False,True,False,False,True,False,False,False,False,False,699.99,720,1600,1152000,Android,269.1007631835743
Realme,Android 11,6.6,5000,Li-Po,4,2022-03-22,189.0,64,False,True,False,False,True,False,False,False,False,False,119.95,1080,2408,2600640,Android,399.8640724050703
Realme,Android 12,6.7,4500,Li-Po,8,2022-03-22,188.0,256,True,True,True,False,False,True,False,False,False,False,519.95,1080,2412,2604960,Android,394.44076267485747
Oppo,Android 11,6.59,5000,Li-Po,8,2022-03-23,189.0,128,False,True,False,False,True,False,False,False,False,False,120.0,1080,2412,2604960,Android,401.0247511261829
Honor,Android 11,6.81,4800,Li-Po,8,2022-03-23,189.0,128,False,True,False,False,True,False,False,False,False,False,375.0,1080,2388,2579040,Android,384.8556581659022
Realme,Android 11,6.5,5000,Li-Po,4,2022-03-25,197.0,32,False,True,False,False,True,False,False,False,False,False,109.99,720,1600,1152000,Android,269.92876553183146
Vivo,Android 11,6.51,5000,Li-Po,8,2022-03-28,179.0,128,False,True,False,False,True,False,False,False,False,False,180.0,720,1600,1152000,Android,269.5141284111989
Xiaomi,Android 11,6.53,5000,Li-Ion,6,2022-03-29,194.0,32,False,True,False,False,True,False,False,False,False,False,85.58,720,1600,1152000,Android,268.68866400565156
Xiaomi,Android 11,6.6,5000,Li-Po,8,2022-03-29,195.0,64,False,True,False,False,False,True,False,False,False,False,194.99,1080,2400,2592000,Android,398.7584036265693
Xiaomi,Android 12,6.58,5000,Li-Po,6,2022-03-29,200.0,64,False,True,False,False,True,False,False,False,False,False,159.06,1080,2408,2600640,Android,401.07946472241093
Oppo,Android 12,6.43,4500,Li-Po,8,2022-03-29,175.0,128,False,True,False,False,True,False,False,False,False,False,234.08,1080,2400,2592000,Android,409.3010052776606
Honor,Android 11,6.81,4800,Li-Po,8,2022-03-29,189.0,128,False,True,False,False,True,False,False,False,False,False,240.0,1080,2388,2579040,Android,384.8556581659022
Xiaomi,Android 12,6.67,4650,Li-Po,8,2022-03-30,218.0,128,True,True,True,False,True,True,True,True,False,True,600.0,1080,2400,2592000,Android,394.57353282389164
Xiaomi,Android 12,6.67,4500,Li-Po,8,2022-03-30,220.0,256,True,True,True,False,True,True,True,True,False,True,470.0,1080,2400,2592000,Android,394.57353282389164
Honor,Android 11,6.74,5000,Li-Po,6,2022-03-30,198.0,128,False,True,False,False,True,False,False,False,False,False,190.0,720,1600,1152000,Android,260.31705874731523
Xiaomi,Android 12,6.67,4650,Li-Po,8,2022-03-30,220.0,128,True,True,True,False,True,True,True,True,False,True,720.0,1080,2400,2592000,Android,394.57353282389164
Honor,Android 11,6.81,4800,Li-Po,8,2022-03-31,189.0,128,False,True,False,False,True,False,False,False,False,False,230.0,1080,2388,2579040,Android,384.8556581659022
Samsung,Android 12,6.5,4500,Li-Ion,6,2022-04-01,190.0,128,True,True,True,False,False,True,False,False,False,False,520.0,1080,2400,2592000,Android,404.89314829774725
Honor,Android 11,6.74,5000,Li-Po,8,2022-04-07,198.0,128,False,True,False,False,True,False,False,False,False,False,180.0,720,1600,1152000,Android,260.31705874731523
Vivo,Android 11,6.51,5000,Li-Po,4,2022-04-07,182.0,64,False,True,False,False,True,False,False,False,False,False,150.0,720,1600,1152000,Android,269.5141284111989
Honor,Android 11,6.7,4000,Li-Po,8,2022-04-07,175.0,128,False,True,False,False,True,False,False,False,False,False,200.0,1080,2388,2579040,Android,391.1741838969842
Realme,Android 12,6.4,5000,Li-Po,8,2022-04-07,178.0,128,False,True,False,False,True,False,False,False,False,False,249.96,1080,2400,2592000,Android,411.2196037398995
Samsung,Android 12,6.7,5000,Li-Ion,8,2022-04-07,176.0,128,True,True,True,False,True,True,False,False,False,False,350.0,1080,2408,2600640,Android,393.8959519214125
Vivo,Android 12,8.03,4600,Li-Po,12,2022-04-11,311.0,256,True,True,True,True,True,True,False,False,False,False,190.0,1916,2160,4138560,Android,359.56747090184024
Vivo,Android 12,7.0,5000,Li-Po,8,2022-04-11,216.0,256,True,True,True,True,True,True,False,False,False,False,140.0,1440,3080,4435200,Android,485.7142857142857
Oppo,Android 12,6.43,4500,Li-Po,8,2022-04-12,175.0,128,False,True,False,False,True,False,False,False,False,False,180.0,1080,2400,2592000,Android,409.3010052776606
Oppo,Android 12,6.43,4500,Li-Po,8,2022-04-12,173.0,128,False,True,False,False,True,False,False,False,False,False,339.0,1080,2400,2592000,Android,409.3010052776606
Vivo,Android 12,6.62,4700,Li-Po,8,2022-04-13,194.0,128,True,True,True,False,True,False,False,False,False,False,170.0,1080,2400,2592000,Android,397.5536954585132
Realme,Android 12,6.58,5000,Li-Po,8,2022-04-14,190.0,256,False,True,False,False,True,False,False,False,False,False,240.0,1080,2408,2600640,Android,401.07946472241093
Oppo,Android 11,6.43,4500,Li-Po,8,2022-04-14,173.0,128,False,True,False,False,True,False,False,False,False,False,280.0,1080,2400,2592000,Android,409.3010052776606
Oppo,Android 12,6.56,5000,Li-Po,8,2022-04-14,186.0,128,False,True,False,False,True,False,False,False,False,False,330.0,720,1612,1160640,Android,269.1291008656963
Oppo,Android 11,6.5,5000,Li-Po,8,2022-04-18,186.0,128,False,True,False,False,True,False,False,False,False,False,350.0,720,1600,1152000,Android,269.92876553183146
Realme,Android 12,6.58,5000,Li-Po,6,2022-04-18,187.0,128,False,True,False,False,True,False,False,False,False,False,180.0,1080,2400,2592000,Android,399.97043524853456
Xiaomi,Android 11,6.7,6000,Li-Po,8,2022-04-20,203.0,128,False,True,False,False,True,False,False,False,False,False,149.988,720,1650,1188000,Android,268.6940272598955
Huawei,EMUI 12,6.75,6000,Li-Po,4,2022-04-20,199.0,64,False,True,False,False,True,False,False,False,False,False,235.0,720,1600,1152000,EMUI,259.93140384546734
Huawei,Android 11,6.78,4000,Li-Po,8,2022-04-20,191.0,128,False,True,False,False,True,False,False,False,False,False,370.0,1080,2388,2579040,Android,386.5585593082292
Realme,Android 12,6.62,5000,Li-Po,8,2022-04-20,194.0,128,True,True,True,False,True,True,False,False,False,False,330.0,1080,2400,2592000,Android,397.5536954585132
Realme,Android 12,6.6,5000,Li-Po,8,2022-04-20,195.0,128,False,True,False,False,True,False,False,False,False,False,200.0,1080,2412,2604960,Android,400.4171378669008
Xiaomi,Android 12,6.55,4500,Li-Po,8,2022-04-21,166.0,128,True,True,True,False,True,True,True,False,False,True,330.0,1080,2400,2592000,Android,401.8023609061614
OnePlus,Android 12,6.7,4500,Li-Po,8,2022-04-21,186.0,128,True,True,True,False,True,True,True,True,False,False,360.0,1080,2412,2604960,Android,394.44076267485747
Oppo,Android 12,6.59,5000,Li-Po,8,2022-04-24,205.0,128,True,True,True,False,True,False,True,False,False,False,200.0,1080,2412,2604960,Android,401.0247511261829
Oppo,Android 12,6.62,5000,Li-Po,8,2022-04-24,199.0,128,True,True,True,False,True,True,True,True,False,False,160.0,1080,2400,2592000,Android,397.5536954585132
Vivo,Android 12,6.78,4500,Li-Po,8,2022-04-25,203.0,128,True,True,True,False,False,True,False,False,False,False,300.0,1080,2400,2592000,Android,388.1718973355984
Vivo,Android 12,6.78,4700,Li-Po,8,2022-04-25,215.0,256,True,True,True,True,True,True,False,False,False,False,150.0,1440,3200,4608000,Android,517.5625297807978
Vivo,Android 12,6.44,4700,Li-Po,8,2022-04-26,180.0,128,False,True,False,False,True,False,False,False,False,False,400.0,1080,2404,2596320,Android,409.23193495914916
Xiaomi,Android 12,6.67,4700,Li-Po,8,2022-04-26,210.0,128,True,True,True,False,False,True,True,False,False,True,399.9,1080,2400,2592000,Android,394.57353282389164
Vivo,Android 12,6.44,5000,Li-Po,8,2022-04-27,182.0,128,False,True,False,False,True,False,False,False,False,False,300.0,1080,2400,2592000,Android,408.66544471045916
OnePlus,Android 11,6.43,4500,Li-Po,6,2022-04-28,173.0,128,False,True,False,False,True,False,False,False,False,False,164.99,1080,2400,2592000,Android,409.3010052776606
OnePlus,Android 12,6.7,4500,Li-Po,12,2022-04-28,186.0,256,True,True,True,False,True,False,True,False,False,False,340.0,1080,2412,2604960,Android,394.44076267485747
OnePlus,Android 12,6.7,5000,Li-Po,8,2022-04-28,186.0,128,True,True,True,False,True,False,True,False,False,False,395.988,1080,2412,2604960,Android,394.44076267485747
OnePlus,Android 12,6.59,5000,Li-Po,8,2022-04-28,195.0,128,False,True,False,False,True,False,False,False,False,False,229.0,1080,2412,2604960,Android,401.0247511261829
Xiaomi,Android 12,6.58,5000,Li-Po,6,2022-04-29,200.0,64,False,True,False,False,True,False,False,False,False,False,140.16,1080,2400,2592000,Android,399.97043524853456
Vivo,Android 12,6.44,5000,Li-Po,8,2022-05-04,182.0,128,False,True,False,False,True,False,False,False,False,False,180.0,1080,2400,2592000,Android,408.66544471045916
Vivo,Android 12,6.44,4700,Li-Po,8,2022-05-04,180.0,128,False,True,False,False,True,False,False,False,False,False,250.0,1080,2404,2596320,Android,409.23193495914916
Vivo,Android 12,6.62,4700,Li-Po,8,2022-05-06,190.0,128,True,True,True,False,True,False,False,False,False,False,300.0,1080,2400,2592000,Android,397.5536954585132
Xiaomi,Android 11,6.5,6000,Li-Po,6,2022-05-09,192.0,64,False,True,False,False,True,False,False,False,False,False,160.0,1080,2400,2592000,Android,404.89314829774725
Honor,Android 11,6.5,5000,Li-Po,8,2022-05-10,194.0,128,False,True,False,False,True,False,False,False,False,False,150.0,720,1600,1152000,Android,269.92876553183146
Google,Android 12,6.1,4410,Li-Po,6,2022-05-11,178.0,128,True,True,True,False,True,True,True,True,False,False,285.0,1080,2400,2592000,Android,431.44351867792744
Sony,Android 12,6.0,5000,Li-Po,6,2022-05-11,161.0,128,False,True,False,False,True,False,False,False,False,False,329.99,1080,2520,2721600,Android,456.94638635183446
Realme,Android 12,6.6,5000,Li-Po,4,2022-05-12,191.0,64,False,True,False,False,True,False,False,False,False,False,199.99,1080,2412,2604960,Android,400.4171378669008
OnePlus,Android 12,6.59,5000,Li-Po,8,2022-05-17,205.0,128,True,True,True,False,True,False,True,False,False,False,280.0,1080,2412,2604960,Android,401.0247511261829
Realme,Android 12,6.6,5000,Li-Po,6,2022-05-18,190.0,64,False,True,False,False,True,False,False,False,False,False,299.0,1080,2408,2600640,Android,399.8640724050703
Realme,Android 12,6.4,5000,Li-Po,8,2022-05-18,181.0,128,False,True,False,False,True,False,False,False,False,False,233.988,1080,2400,2592000,Android,411.2196037398995
Vivo,Android 12,6.56,4500,Li-Po,8,2022-05-19,188.0,256,True,True,True,False,True,False,False,False,False,False,300.0,1080,2376,2566080,Android,397.85639181347983
Vivo,Android 12,6.62,4500,Li-Po,8,2022-05-19,197.0,128,True,True,True,False,True,False,False,False,False,False,190.0,1080,2400,2592000,Android,397.5536954585132
OnePlus,Android 12,6.43,4500,Li-Po,8,2022-05-19,190.0,128,True,True,True,False,True,False,False,False,True,False,309.0,1080,2400,2592000,Android,409.3010052776606
Vivo,Android 12,6.44,4050,Li-Po,8,2022-05-21,172.0,128,False,True,False,False,True,False,False,False,False,False,290.0,1080,2400,2592000,Android,408.66544471045916
Oppo,Android 12,6.7,4500,Li-Po,8,2022-05-23,183.0,256,True,True,True,False,True,False,True,False,False,False,350.0,1080,2412,2604960,Android,394.44076267485747
Oppo,Android 12,6.62,4500,Li-Po,8,2022-05-23,188.0,128,True,True,True,False,True,False,True,False,False,False,360.0,1080,2400,2592000,Android,397.5536954585132
Oppo,Android 12,6.43,4500,Li-Po,8,2022-05-23,179.0,128,True,True,True,False,True,False,True,False,False,False,290.0,1080,2400,2592000,Android,409.3010052776606
Vivo,Android 11,6.58,6000,Li-Po,8,2022-05-23,199.0,128,False,True,False,False,True,False,False,False,False,False,380.0,1080,2408,2600640,Android,401.07946472241093
Xiaomi,Android 11,6.5,5000,Li-Po,8,2022-05-24,190.0,128,False,True,False,False,True,False,False,False,False,False,150.0,1080,2400,2592000,Android,404.89314829774725
Xiaomi,Android 12,6.6,5080,Li-Po,6,2022-05-24,200.0,128,True,True,True,False,True,True,True,False,False,True,250.0,1080,2460,2656800,Android,407.0656941316021
Xiaomi,Android 12,6.6,4400,Li-Po,8,2022-05-24,198.0,128,True,True,True,False,True,True,True,False,False,True,300.0,1080,2460,2656800,Android,407.0656941316021
Oppo,Android 12,6.56,5000,Li-Po,4,2022-05-27,187.0,64,False,True,False,False,True,False,False,False,False,False,420.0,720,1612,1160640,Android,269.1291008656963
Samsung,Android 12,6.6,5000,Li-Po,4,2022-05-27,192.0,64,False,True,False,False,True,False,False,False,False,False,144.8,1080,2408,2600640,Android,399.8640724050703
Honor,Android 12,6.78,4500,Li-Po,8,2022-05-30,192.0,256,True,True,True,False,True,True,False,False,False,False,520.0,1200,2652,3182400,Android,429.330334341274
Vivo,Android 12,6.58,6000,Li-Po,8,2022-05-30,202.0,128,True,True,True,False,True,True,False,False,False,False,480.0,1080,2408,2600640,Android,401.07946472241093
Honor,Android 12,6.78,4500,Li-Po,8,2022-05-30,192.0,256,True,True,True,False,True,True,False,False,False,False,600.0,1200,2652,3182400,Android,429.330334341274
Honor,Android 12,6.67,4800,Li-Po,8,2022-05-30,178.0,128,True,True,True,False,True,True,False,False,False,False,529.0,1080,2400,2592000,Android,394.57353282389164
Vivo,Android 12,6.62,4700,Li-Po,8,2022-05-31,190.0,128,True,True,True,False,False,True,False,False,False,False,231.6,1080,2400,2592000,Android,397.5536954585132
Oppo,Android 12,6.56,5000,Li-Po,8,2022-06-01,190.0,128,False,True,False,False,True,False,False,False,False,False,209.99,720,1612,1160640,Android,269.1291008656963
Oppo,Android 12,6.56,5000,Li-Po,6,2022-06-01,190.0,64,False,True,False,False,True,False,False,False,False,False,520.0,720,1612,1160640,Android,269.1291008656963
Samsung,Android 12,6.6,5000,Li-Po,4,2022-06-01,195.0,32,False,True,False,False,True,False,False,False,False,False,188.0,1080,2408,2600640,Android,399.8640724050703
Oppo,Android 11,6.43,4500,Li-Po,8,2022-06-04,173.0,128,False,True,False,False,True,False,False,False,False,False,169.99,1080,2400,2592000,Android,409.3010052776606
Xiaomi,Android 11,6.71,6000,Li-Po,4,2022-06-06,204.0,32,False,True,False,False,True,False,False,False,False,False,89.99,720,1650,1188000,Android,268.2935890672578
Realme,Android 12,6.62,5000,Li-Po,8,2022-06-07,194.0,128,True,True,True,False,True,True,False,False,False,False,514.5,1080,2400,2592000,Android,397.5536954585132
Realme,Android 12,6.5,5000,Li-Po,8,2022-06-13,184.0,64,False,True,False,False,True,False,False,False,False,False,160.0,720,1600,1152000,Android,269.92876553183146
Realme,Android 11,6.5,5000,Li-Po,4,2022-06-20,182.0,32,False,True,False,False,True,False,False,False,False,False,87.48,720,1600,1152000,Android,269.92876553183146
Realme,Android 11,6.5,5000,Li-Po,4,2022-06-22,182.0,32,False,True,False,False,True,False,False,False,False,False,120.0,720,1600,1152000,Android,269.92876553183146
Samsung,Android 12,6.6,6000,Li-Po,4,2022-06-22,207.0,64,False,True,False,False,True,False,False,False,False,False,119.988,1080,2408,2600640,Android,399.8640724050703
Xiaomi,Android 12,6.67,4500,Li-Po,8,2022-06-23,195.0,128,True,True,True,False,False,True,False,False,False,False,398.99,1080,2400,2592000,Android,394.57353282389164
Xiaomi,Android 12,6.6,5080,Li-Po,8,2022-06-23,200.0,128,True,True,True,False,True,True,False,False,False,False,380.42,1080,2460,2656800,Android,407.0656941316021
Huawei,EMUI 12,6.7,5000,Li-Po,8,2022-06-23,195.0,128,False,True,False,False,True,False,False,False,False,False,219.0,1080,2388,2579040,EMUI,391.1741838969842
Samsung,Android 12,6.6,4050,Li-Po,6,2022-06-29,235.0,128,True,True,True,False,True,False,False,False,False,False,425.5,1080,2408,2600640,Android,399.8640724050703
Vivo,Android 12,6.44,5000,Li-Po,8,2022-07-02,182.0,128,False,True,False,False,True,False,False,False,False,False,559.99,1080,2400,2592000,Android,408.66544471045916
Vivo,Android 12,6.58,5000,Li-Po,8,2022-07-04,194.0,128,False,True,False,False,True,False,False,False,False,False,200.0,1080,2408,2600640,Android,401.07946472241093
Xiaomi,Android 12,6.73,5160,Li-Po,8,2022-07-04,201.0,128,True,True,True,False,False,True,True,False,False,False,570.0,1440,3200,4608000,Android,521.4077194522747
Xiaomi,Android 12,6.73,4600,Li-Po,8,2022-07-04,203.0,128,True,True,True,True,False,True,False,False,False,True,670.0,1440,3200,4608000,Android,521.4077194522747
Xiaomi,Android 12,6.28,4500,Li-Po,8,2022-07-04,179.0,128,True,True,True,True,False,True,False,False,False,False,570.0,1080,2400,2592000,Android,419.0773031744199
Vivo,Android 12,6.64,4500,Li-Po,6,2022-07-08,194.0,128,False,True,False,False,True,False,False,False,False,False,220.0,1080,2388,2579040,Android,394.70889037798105
Xiaomi,Android 12,6.55,4300,Li-Po,8,2022-07-09,173.0,128,True,True,True,False,True,False,True,False,False,False,307.72,1080,2400,2592000,Android,401.8023609061614
Oppo,Android 12,6.6,5000,Li-Po,12,2022-07-12,188.0,256,False,True,False,False,True,False,False,False,False,False,270.0,1080,2408,2600640,Android,399.8640724050703
Realme,Android 12,6.7,5000,Li-Po,8,2022-07-12,195.0,256,True,True,True,False,False,True,False,False,False,False,500.0,1080,2400,2592000,Android,392.8067856619936
Honor,Android 12,6.7,4000,Li-Po,8,2022-07-13,175.0,128,False,True,False,False,True,False,False,False,False,False,240.0,1080,2388,2579040,Android,391.1741838969842
Samsung,Android 12,6.6,6000,Li-Po,6,2022-07-14,207.0,64,False,True,False,False,True,False,False,False,False,False,131.988,1080,2408,2600640,Android,399.8640724050703
Samsung,Android 12,6.5,5000,Li-Po,6,2022-07-14,195.0,64,False,True,False,False,True,False,False,False,False,False,207.05,720,1600,1152000,Android,269.92876553183146
Oppo,Android 12,6.7,4500,Li-Po,8,2022-07-18,183.0,256,True,True,True,False,True,True,True,True,False,True,310.0,1080,2412,2604960,Android,394.44076267485747
Oppo,Android 12,6.4,4500,Li-Po,8,2022-07-18,179.0,128,True,True,True,False,True,False,True,False,False,False,339.0,1080,2400,2592000,Android,411.2196037398995
Vivo,Android 12,6.78,4700,Li-Po,8,2022-07-19,215.0,256,True,True,True,True,True,True,False,False,False,False,190.0,1440,3200,4608000,Android,517.5625297807978
Vivo,Android 12,6.78,4700,Li-Po,8,2022-07-19,206.0,128,True,True,True,False,True,False,False,False,False,False,360.0,1080,2400,2592000,Android,388.1718973355984
Vivo,Android,6.58,5000,Li-Po,6,2022-07-20,182.0,64,False,True,False,False,True,False,False,False,False,False,300.0,1080,2408,2600640,Android,401.07946472241093
Xiaomi,Android 12,6.6,5080,Li-Po,8,2022-07-20,200.0,128,True,True,True,False,True,True,False,False,False,False,320.0,1080,2460,2656800,Android,407.0656941316021
Vivo,Android 12,6.51,5000,Li-Po,6,2022-07-25,193.0,128,False,True,False,False,True,False,False,False,False,False,580.0,720,1600,1152000,Android,269.5141284111989
Honor,Android 11,6.5,5000,Li-Po,6,2022-07-25,194.0,128,False,True,False,False,True,False,False,False,False,False,445.0,720,1600,1152000,Android,269.92876553183146
Vivo,Android 12,6.51,5000,Li-Po,3,2022-08-01,182.0,32,False,True,False,False,True,False,False,False,False,False,150.0,720,1600,1152000,Android,269.5141284111989
Oppo,Android 12,6.56,5000,Li-Po,4,2022-08-03,187.0,64,False,True,False,False,True,False,False,False,False,False,395.0,720,1612,1160640,Android,269.1291008656963
OnePlus,Android 12,6.7,4800,Li-Po,8,2022-08-03,204.0,128,True,True,True,False,True,True,True,True,False,False,329.99,1080,2412,2604960,Android,394.44076267485747
OnePlus,Android 12,6.56,5000,Li-Po,4,2022-08-05,187.0,64,False,True,False,False,True,False,False,False,False,False,119.0,720,1612,1160640,Android,269.1291008656963
Samsung,Android 12,6.6,5000,Li-Po,8,2022-08-05,197.0,64,False,True,False,False,True,False,False,False,False,False,210.0,1080,2408,2600640,Android,399.8640724050703
OnePlus,Android 12,6.7,4800,Li-Po,16,2022-08-09,203.0,256,True,True,True,False,True,True,True,True,False,False,500.0,1080,2412,2604960,Android,394.44076267485747
Samsung,Android 12,6.7,3700,Li-Po,8,2022-08-10,187.0,128,True,True,True,False,True,True,True,True,False,True,691.27,1080,2640,2851200,Android,425.72648324793
Xiaomi,Android 12,6.67,5000,Li-Po,8,2022-08-11,202.0,128,True,True,True,False,False,True,False,False,False,True,430.0,1220,2712,3308640,Android,445.8434858692056
Vivo,Android 12,6.58,5000,Li-Po,8,2022-08-12,194.0,128,False,True,False,False,True,False,False,False,False,False,230.0,1080,2408,2600640,Android,401.07946472241093
Vivo,Android 11,6.58,5000,Li-Po,8,2022-08-15,188.0,64,False,True,False,False,True,False,False,False,False,False,600.0,1080,2408,2600640,Android,401.07946472241093
Xiaomi,Android 12,6.58,5000,Li-Po,6,2022-08-15,200.0,64,False,True,False,False,True,False,False,False,False,False,179.0,1080,2408,2600640,Android,401.07946472241093
Vivo,Android 12,6.56,4830,Li-Po,8,2022-08-17,190.0,128,True,True,True,False,True,False,False,False,False,False,250.0,1080,2376,2566080,Android,397.85639181347983
Oppo,Android 12,6.43,4500,Li-Po,8,2022-08-17,182.0,256,False,True,False,False,True,False,False,False,False,False,200.0,1080,2400,2592000,Android,409.3010052776606
Vivo,Android 12,6.44,4500,Li-Po,8,2022-08-17,186.0,128,True,True,True,False,True,False,False,False,False,False,100.0,1080,2404,2596320,Android,409.23193495914916
Realme,Android 12,6.6,5000,Li-Po,6,2022-08-18,187.0,64,False,True,False,False,True,False,False,False,False,False,179.88,1080,2408,2600640,Android,399.8640724050703
Lenovo,Android 12,6.67,5100,Li-Po,8,2022-08-18,209.0,128,True,True,True,True,True,True,True,True,False,False,440.0,1080,2400,2592000,Android,394.57353282389164
Vivo,Android 12,6.55,5000,Li-Po,8,2022-08-23,192.0,128,False,True,False,False,True,False,False,False,False,False,279.0,720,1612,1160640,Android,269.5399849891553
Xiaomi,Android 11,6.43,5000,Li-Po,8,2022-08-24,178.0,64,True,True,True,False,True,True,False,False,False,False,155.88,1080,2400,2592000,Android,409.3010052776606
Samsung,Android 12,6.5,5000,Li-Po,4,2022-08-24,192.0,32,False,True,False,False,True,False,False,False,False,False,102.0,720,1600,1152000,Android,269.92876553183146
Vivo,Android 11,6.58,6000,Li-Po,8,2022-08-25,204.0,128,False,True,False,False,True,False,False,False,False,False,251.28,1080,2408,2600640,Android,401.07946472241093
Vivo,Android 12,6.64,4500,Li-Po,8,2022-08-25,194.0,128,True,True,True,False,True,True,False,False,False,False,261.0,1080,2388,2579040,Android,394.70889037798105
Realme,Android 12,6.56,5000,Li-Po,4,2022-08-25,185.0,128,False,True,False,False,True,False,False,False,False,False,270.0,720,1612,1160640,Android,269.1291008656963
Vivo,Android 12,6.44,4500,Li-Po,8,2022-08-30,183.0,128,False,True,False,False,True,False,False,False,False,False,250.0,1080,2404,2596320,Android,409.23193495914916
Oppo,Android 12,6.56,5000,Li-Po,4,2022-08-31,187.0,64,False,True,False,False,True,False,False,False,False,False,330.0,720,1612,1160640,Android,269.1291008656963
Samsung,Android 12,6.5,5000,Li-Po,4,2022-08-31,195.0,32,False,True,False,False,True,False,False,False,False,False,118.16,720,1600,1152000,Android,269.92876553183146
Oppo,Android 12,6.56,5000,Li-Po,4,2022-08-31,187.0,64,False,True,False,False,True,False,False,False,False,False,350.0,720,1612,1160640,Android,269.1291008656963
Vivo,Android 12,6.51,5000,Li-Po,4,2022-09-01,184.0,32,False,True,False,False,True,False,False,False,False,False,300.0,720,1600,1152000,Android,269.5141284111989
Sony,Android 12,6.1,5000,Li-Po,8,2022-09-01,172.0,128,True,True,True,False,False,False,True,False,False,False,704.99,1080,2520,2721600,Android,449.455461985411
Xiaomi,Android 12,6.58,5000,Li-Po,6,2022-09-05,201.0,64,False,True,False,False,True,False,False,False,False,False,144.0,1080,2408,2600640,Android,401.07946472241093
Xiaomi,Android 12,6.58,5000,Li-Po,6,2022-09-05,201.0,64,False,True,False,False,True,False,False,False,False,False,103.8,1080,2400,2592000,Android,399.97043524853456
Xiaomi,Android 12,6.43,5000,Li-Po,8,2022-09-05,178.0,64,True,True,True,False,True,True,True,False,False,True,159.9,1080,2400,2592000,Android,409.3010052776606
Vivo,Android 12,6.55,5000,Li-Po,6,2022-09-05,190.0,64,False,True,False,False,True,False,False,False,False,False,180.0,720,1612,1160640,Android,269.5399849891553
Realme,Android 12,6.5,5000,Li-Po,4,2022-09-06,187.0,32,False,True,False,False,True,False,False,False,False,False,108.072,720,1600,1152000,Android,269.92876553183146
Xiaomi,Android 12,6.58,5000,Li-Po,6,2022-09-06,201.0,64,False,True,False,False,True,False,False,False,False,False,160.0,1080,2408,2600640,Android,401.07946472241093
Xiaomi,Android 12,6.58,5000,Li-Po,6,2022-09-06,200.0,64,False,True,False,False,True,False,False,False,False,False,167.988,1080,2408,2600640,Android,401.07946472241093
